speaker,gender,vowel,f0,f1,f2,f3,sr,log_f1_sr,log_f2_f1,log_f3_f2,quality
dan_lenard,m,9,129.429441799243,292.016133455059,1593.6278540654,2440.4431720992,154.010576736633,0.27785629902833,0.736980065686231,0.185081787256331,ok
dan_lenard,m,10,141.456871790139,469.685699436243,1506.10846115212,2297.86338903675,158.640549095967,0.471393132975085,0.506048910967463,0.183467957400752,ok
dan_lenard,m,11,112.752835187089,441.814217980172,1558.25977025716,2164.96583669941,147.089615098475,0.477657676235436,0.547400170841586,0.142811188958342,ok
dan_lenard,m,13,121.7777029264,545.658852540383,680.250386685218,2789.88917141428,150.913739416607,0.558192425001414,0.095747591916765,0.612918153906287,ok
dan_lenard,m,14,143.226202659595,793.512541977961,1260.90226882069,2259.16600225013,159.299231395964,0.697340115074212,0.201127630729405,0.253266717628521,ok
dan_lenard,m,15,135.410588578374,445.559179649379,1357.95230831053,2378.58226264228,156.347303857094,0.454814999244648,0.483979121996642,0.243433658315373,ok
dan_lenard,m,16,132.38312078719,345.376343621241,1062.49935895413,2826.75424233321,155.173322607744,0.347475528021036,0.488036089227946,0.424959375925588,ok
dan_lenard,m,17,144.944238528408,257.283600100614,1772.07789021059,2471.29659593031,159.933646812501,0.206472263922217,0.838070702946081,0.144442063933385,ok
dan_lenard,m,18,134.636037029123,284.209060983886,1225.76899703502,1971.8030051869,156.048630317474,0.260377958636192,0.634770712960039,0.20645489148828,ok
dan_lenard,m,19,114.411926924965,414.281768991748,1794.79568473625,2391.23027648177,147.807550955565,0.447599200858228,0.636719194654163,0.12460638419178,ok
dan_lenard,m,20,135.954407219004,399.083163024577,1355.60285419905,2299.42955584505,156.556324955601,0.406392787633269,0.531069068906209,0.229487634722836,ok
dan_lenard,m,21,125.789214802262,457.990958948849,1129.78642504766,2339.92270662121,152.552966262811,0.477436248274091,0.392139447343131,0.31620515967156,ok
dan_lenard,m,22,128.86063296301,382.929883117248,1545.79806899363,2706.97311106647,153.784633241481,0.396206317942553,0.60603350126017,0.243331181410608,ok
dan_lenard,m,23,139.126725669366,435.571626352689,951.472847129993,2428.4473156924,157.764653962111,0.441049872341207,0.33933681747108,0.406932287022125,ok
dan_lenard,m,24,125.432907201822,521.251420305596,1226.03730934395,2377.43985870127,152.408790721059,0.534037234138238,0.371456434980135,0.28760585321762,ok
dan_lenard,m,25,113.172455664667,686.805514228066,1452.81121037407,2476.08375498309,147.271858570718,0.668714005718841,0.325375408981565,0.231556148511249,ok
dan_lenard,m,26,120.209977583311,485.750242226716,1242.73653749027,2235.92274622,150.263336050461,0.509559999300361,0.407966041304285,0.255077726941025,ok
dan_lenard,m,27,138.020642298453,648.949669651244,1823.13809304868,2379.99304164258,157.345454964688,0.615356813164846,0.448608549715847,0.115756121910449,ok
dan_lenard,m,28,118.649812895195,777.468723698655,1299.09692522941,2365.72674936322,149.610430880475,0.71572105337513,0.222958627771917,0.260323025625569,ok
macquire_university,m,1,109.857379491262,314.737243052076,2374.8958228358,3369.89029212772,145.819610181683,0.334132203382717,0.877696427332022,0.151971198883763,ok
macquire_university,m,2,107.416196009853,323.368010349512,2298.08079176204,2973.11288743289,144.731404727254,0.349134277199457,0.851668238277023,0.111846106677065,ok
macquire_university,m,3,105.960191425236,629.288053695324,2105.9062176011,2908.55230247129,144.074492752234,0.64026238802679,0.524589539579865,0.140237850991949,ok
macquire_university,m,4,105.133276260893,719.539236391899,1631.81617262548,2673.26768248349,143.698726946002,0.699601560291617,0.355616752079752,0.214371215144722,ok
macquire_university,m,5,105.908660660992,383.892891215182,869.719066633702,2802.73383022104,144.0511334369,0.425693390302023,0.355168921019132,0.508202864570181,ok
macquire_university,m,6,107.7251631537,359.0633790449,727.057652246,2709.3242671529,144.870038206351,0.394192538936584,0.306397736138119,0.571292137217477,ok
macquire_university,m,7,107.3399186017,317.163799265,581.0115983507,2679.5585281666,144.697138167157,0.34082366987995,0.262901190441581,0.663878445535081,ok
macquire_university,m,8,111.9194245819,275.3415420688,495.4991745486,2501.4131976753,146.7263150768,0.273363729688271,0.255171194950781,0.703142501560431,ok
macquire_university,m,9,117.06453960715,264.546769187215,2139.30742598015,2406.48811775817,148.94112903124,0.249487820381431,0.907770736675375,0.051110522955937,ok
macquire_university,m,10,111.579993406452,332.40945161741,1995.15434687976,2365.13926575021,146.577833497075,0.355605065581879,0.778303134852778,0.073880219529735,ok
macquire_university,m,16,119.115564298137,267.173950077182,1282.20861618614,2142.0955611981,149.805936990457,0.251265086083551,0.681164579526192,0.222880150344407,ok
university_of_sheffield_female,f,1,264.028973037788,272.406372455993,2722.73898463318,3995.97947002687,195.324497926716,0.144460546248423,0.999788746799836,0.166617238607576,ok
university_of_sheffield_female,f,2,262.130846419421,503.775284136748,2378.20999701459,2901.39723781826,194.855303652922,0.412524625541085,0.674013343735346,0.086356992882632,ok
university_of_sheffield_female,f,3,255.626757513705,647.647747811536,2179.83505781056,2775.51738710408,193.230179913861,0.525263901368676,0.527084773355881,0.104920319328979,ok
university_of_sheffield_female,f,4,250.171306143018,942.430888168954,1790.83013592901,3048.18647665694,191.845678084035,0.691297491855334,0.278804882365148,0.230987137952118,ok
university_of_sheffield_female,f,7,263.0174731462,352.6914862312,562.8851581896,2747.0667407114,195.074748131493,0.257193921322399,0.203024821424771,0.68844941324698,ok
university_of_sheffield_female,f,8,267.2523225127,272.3126443203,689.4409241664,2391.6845199609,196.116146197309,0.142554456942594,0.403429251450717,0.54020683369418,ok
university_of_sheffield_female,f,9,270.11265770237,283.05427095774,2449.34666356324,2775.99218202937,196.813325626613,0.157815212427481,0.93718054424249,0.05436798218168,ok
university_of_sheffield_female,f,10,264.872730976042,517.394251244629,1738.92536870642,2601.64056883876,195.53234298149,0.422602994699403,0.526459344356929,0.174966352835437,ok
university_of_sheffield_female,f,11,263.136409250794,642.855836856925,1689.63851227269,2576.48341645498,195.104147869377,0.517847088973063,0.419680208461911,0.183233551539467,ok
university_of_sheffield_female,f,12,263.719270724658,672.656564836904,1570.88128383387,2624.25944346515,195.248097073412,0.537206575227356,0.36834998027833,0.222863403341594,ok
university_of_sheffield_female,f,13,257.158326058113,471.154622729787,814.408473418815,2883.76199319737,193.615319799253,0.386223738698064,0.23767882703102,0.549117130125199,ok
university_of_sheffield_female,f,14,261.304469392044,742.899493698304,1051.32707376452,2842.79965846224,194.650325290565,0.58167492854042,0.1508077861371,0.432008406088638,ok
university_of_sheffield_female,f,15,261.377049984084,587.869498170358,1581.54343383706,2886.21173932955,194.66834581151,0.479985588751755,0.429800196178708,0.26124706537801,ok
university_of_sheffield_female,f,24,220.08716404413,601.740594409165,1619.22475244252,2709.2427719709,183.824937048897,0.515004884780194,0.429897823397603,0.223540789283765,ok
university_of_sheffield_female,f,27,232.313499690603,971.172875600153,1731.57919050843,2568.40222334779,187.167743098854,0.715065540677427,0.251145813717936,0.171220679214709,ok
university_of_sheffield_male,m,1,133.843119454501,271.527267969761,2298.88651652015,3182.03906469408,155.74168574448,0.241408578709378,0.927704083161667,0.141187973962677,ok
university_of_sheffield_male,m,2,130.040501686436,360.345769714992,2215.84501907476,2916.41094039262,154.25256693765,0.368487028100152,0.788819953618269,0.119309337107684,ok
university_of_sheffield_male,m,3,130.579715375253,594.105217969845,1699.01064776931,2522.4698023442,154.465475984305,0.585031939731045,0.45633273385815,0.171629875180543,ok
university_of_sheffield_male,m,4,129.645830966741,579.113243939283,1195.075637535,2453.93402575141,154.096357490706,0.574971124032028,0.314631896010793,0.312467489412567,ok
university_of_sheffield_male,m,5,113.699239262681,541.24324871255,729.538037710525,2774.89450578446,147.500006955088,0.564600451358414,0.12965544854339,0.580198536340375,ok
university_of_sheffield_male,m,6,116.1979859252,387.5235719626,589.6453756024,2676.3610480163,148.572713274334,0.416359069921018,0.182292772307709,0.656953803636745,ok
university_of_sheffield_male,m,7,120.5380353738,350.1305732996,531.302169015,2423.5728083648,150.399903425174,0.366982477501961,0.181111554010856,0.659114482321123,ok
university_of_sheffield_male,m,8,123.8614204218,290.5439066,566.0169565149,2296.7833724958,151.76962924137,0.282026898487423,0.289617670130379,0.608290593628478,ok
university_of_sheffield_male,m,9,133.137947718256,230.026694259332,1864.04735562309,2849.58269683705,155.467688152961,0.170138097644625,0.908678703115278,0.184324323722426,ok
university_of_sheffield_male,m,10,127.757919563796,349.911748882682,1614.78877841913,2282.6303514229,153.344709872005,0.358289726737929,0.664157197820834,0.15031986492137,ok
university_of_sheffield_male,m,11,127.111912165513,434.765736089758,1248.06230552589,1986.44838390563,153.085810706587,0.453320371530477,0.457980956660805,0.201841018129148,ok
university_of_sheffield_male,m,12,123.756965368639,490.90624780099,1091.95636773477,2264.74105718897,151.726953690071,0.509935821105506,0.347206725793339,0.316813268202189,ok
university_of_sheffield_male,m,13,123.366782332339,587.745558740907,896.202326026855,2809.57419010744,151.567330056113,0.588583755755767,0.183216710664851,0.496234437880684,ok
university_of_sheffield_male,m,14,116.849906633401,597.998856766882,1030.46092882831,2065.97803507822,148.85004755144,0.603951375998428,0.236331175906832,0.302094170279071,ok
university_of_sheffield_male,m,15,123.640842056304,420.268295663633,1451.91159156025,1938.29959590002,151.6794828265,0.442599789587161,0.538413543723857,0.125480732700754,ok
university_of_sheffield_male,m,16,124.569804510001,322.422456693515,1790.10829513531,3257.6353270857,152.058411335293,0.326414833971531,0.744454022278132,0.260023160973189,ok
university_of_sheffield_male,m,24,131.499925948016,499.354771501627,1280.49846821239,2476.8335180444,154.827472410817,0.508561180157039,0.408969859221925,0.286517752901406,ok
university_of_sheffield_male,m,27,132.634160564618,746.470380945711,1518.00442343465,2132.17284445492,155.271346380545,0.681921261264096,0.308260456970855,0.147549370749154,ok
daniel_jones,m,1,178.0775548873,264.031615335862,2393.6759444449,3416.18361444722,171.294170179614,0.187913350265357,0.957409422598587,0.154475849967136,ok
daniel_jones,m,2,175.768031095046,356.476958180297,2146.85345140328,2558.93037815093,170.550429375868,0.320178646216638,0.779770936284242,0.076256070402461,ok
daniel_jones,m,3,174.812266386479,524.996540765234,1978.78543015862,2279.07708484116,170.240736286286,0.489092952891955,0.576242262161823,0.061360310514125,ok
daniel_jones,m,4,175.48192156553,879.010792873503,1678.23081203289,2437.66534043836,170.457840291241,0.712377225951238,0.280857482839945,0.16212239202245,ok
daniel_jones,m,5,176.381651505123,599.718481120497,906.703127083604,2394.20214993697,170.748667313151,0.545590109689633,0.179517681144759,0.421695702903616,ok
daniel_jones,m,6,173.5817953088,526.3988890983,896.9101873059,2183.5293864478,169.840364455306,0.49127405098212,0.23143399277601,0.386410084276651,ok
daniel_jones,m,7,174.7846109231,391.0156507839,721.9514725279,2367.6050920163,170.23175839848,0.361153555617329,0.266313865737217,0.515801258797006,ok
daniel_jones,m,8,178.5967381186,312.731664934756,619.666112019557,1925.10556611167,171.460477443417,0.26100782825605,0.296985889355539,0.492296803373822,ok
daniel_jones,m,9,175.750844452783,258.243322648583,2228.07341663367,2828.3589382544,170.544870373392,0.180190439575609,0.935900396193285,0.103605026531801,ok
daniel_jones,m,10,176.438563254557,353.672565212337,1784.64880612137,2250.6143626553,170.767030070474,0.316197347033115,0.7029513933885,0.100748320275514,ok
daniel_jones,m,11,169.801014937705,524.653685383072,1468.28668743445,2055.10893924044,168.598205724315,0.493019779458744,0.446938133303838,0.146023987156274,ok
daniel_jones,m,12,174.208672621981,671.429944117498,1209.17890932086,1877.49087298938,170.044573964322,0.596437927431063,0.255489857737263,0.191087270911224,ok
daniel_jones,m,13,175.554869562322,678.064722873944,885.319159891072,2674.8385977958,170.481456846258,0.59959400229849,0.115828712954906,0.480197718190958,ok
daniel_jones,m,14,173.903594561806,529.337305286782,1034.70090364025,2591.88309876035,169.945254031658,0.493423461387024,0.291082326201159,0.398800581362287,ok
daniel_jones,m,15,171.456207374281,472.388287920044,1091.3036472477,2305.52309296689,169.144257823577,0.446041862694657,0.363646485194415,0.324823869968584,ok
daniel_jones,m,16,177.18754955195,305.046950939712,1198.5105271834,2524.62969432764,171.008325786774,0.251349433252002,0.594275164624404,0.323555832981467,ok
daniel_jones,m,17,173.897261386156,287.670370364254,2033.62855342719,2563.70692166736,169.943190999335,0.228591363804927,0.849376498536328,0.100596744904571,ok
daniel_jones,m,18,179.443665326782,260.594953480512,1639.00871336997,2090.3127132617,171.731078885559,0.181117102834454,0.79861526121032,0.105629999549115,ok
university_of_victoria,m,1,135.0512196756,255.063873104071,2521.98508987138,3429.96271784044,156.208870229047,0.21294325869416,0.995093564576365,0.133546884812421,ok
university_of_victoria,m,2,120.641802931768,437.194386126863,2345.33429989952,3095.9573018059,150.443049292958,0.463302449230058,0.729530178371466,0.120590207389332,ok
university_of_victoria,m,3,123.395510401875,779.229869888513,1809.97348121453,2523.72134681229,151.579094159795,0.711026284432418,0.366006620043988,0.144369189337052,ok
university_of_victoria,m,4,116.298346034132,963.46373304667,1507.25304198887,2600.93672840717,148.615475010752,0.811771337540548,0.194350797573132,0.236943618429408,ok
university_of_victoria,m,5,113.183033277263,755.592111625811,1249.70023426073,2591.97287005867,147.276446660423,0.71015411784617,0.218518435989404,0.316824600269237,ok
university_of_victoria,m,6,110.3699409721,611.911955782873,855.420660460494,2489.3956002255,146.046041868441,0.622199147455895,0.145490796600271,0.463914182337546,ok
university_of_victoria,m,7,113.8329545616,427.849121609198,781.752540621997,2670.763665707,147.557806464825,0.462328454147701,0.261778656630503,0.533566157927099,ok
university_of_victoria,m,8,123.1787900179,376.586460544521,893.375684168468,2441.87467275945,151.490302355586,0.395479869335072,0.375169425979602,0.436689242665731,ok
university_of_victoria,m,9,132.383254594994,262.229696105692,1747.9952374668,2051.47207566647,155.173374888816,0.227864665888337,0.823858373376567,0.069525364756288,ok
university_of_victoria,m,10,125.118289368517,353.268930971327,1480.19120758325,2388.33556968372,152.281257281679,0.365458990283615,0.622212376036266,0.207777526523357,ok
university_of_victoria,m,11,114.332795930599,450.722283839933,1405.87480044109,2382.32262874829,147.773466933285,0.484312567763447,0.494037616256286,0.229053929450493,ok
university_of_victoria,m,12,115.641640978566,581.790581671451,1510.44388578987,2508.03685169371,148.335216474814,0.593522416642412,0.414337909135293,0.220229317968015,ok
university_of_victoria,m,13,104.613452353118,580.556601703042,767.48045978645,2619.47610848923,143.461499530929,0.607109201946507,0.121222759129816,0.533147114661882,ok
university_of_victoria,m,14,113.238586395136,639.513677953588,1301.96057231305,2449.45724598123,147.300538397318,0.637645503395487,0.308747994924919,0.274472030918169,ok
university_of_victoria,m,16,138.228987646548,344.013809981176,1676.09751992671,2628.92109635053,157.424587360393,0.339503313493638,0.687723406365965,0.19547826805037,ok
university_of_victoria,m,17,123.643627630812,343.335753607219,1896.47794115832,2579.14262359748,151.680621908918,0.354788930807188,0.742228764116626,0.133527563202005,ok
university_of_victoria,m,18,127.950636662452,279.823581302178,1784.04430081046,2125.8977466599,153.421775676765,0.260997305689743,0.804521323856873,0.07613673716943,ok
university_of_victoria,m,19,109.657246145527,389.120795915212,2016.38594788691,2635.90145369142,145.731007103126,0.42653247538125,0.714489220623896,0.116355507414348,ok
university_of_victoria,m,20,115.555305370015,277.023188635019,1761.63765730174,2086.67632166726,148.298292637096,0.271379972835717,0.803400461490822,0.073538502627738,ok
university_of_victoria,m,21,118.383604973987,364.006051080694,762.385528469169,2149.76834755802,149.498456254657,0.386471895146289,0.321066040736726,0.450217020224566,ok
university_of_victoria,m,22,121.943734529601,408.038243016338,2132.73552135302,2625.17425341657,150.982293486312,0.431774850649605,0.718236133457537,0.090221133918064,ok
university_of_victoria,m,23,113.583585344169,384.194225898082,949.261824187701,1965.78750521213,147.449978062366,0.415906121236531,0.39283518199111,0.316150554810179,ok
university_of_victoria,m,24,110.427045952781,561.895649935493,1190.42676040793,2364.48677011399,146.071225411428,0.585090997265294,0.326047011209037,0.298034207262822,ok
university_of_victoria,m,25,112.895795160179,636.412654500368,1554.44026751102,2897.52831016764,147.151754102172,0.635973363206523,0.387835231441782,0.270453649848495,ok
university_of_victoria,m,26,116.14660125453,496.845932889604,757.282570228753,2074.86160668775,148.550809608492,0.524346716027294,0.183036222031017,0.437731173434565,ok
university_of_victoria,m,27,110.230639877479,883.056204133821,1551.61344465631,2689.11617718613,145.984573022852,0.781681382154766,0.244795187961385,0.23882603125481,ok
university_of_victoria,m,28,106.785329924622,785.372140000824,1224.9199387845,2683.7375081367,144.447507532167,0.735365438791589,0.193032212775146,0.340632331977593,ok
john_wells,m,1,138.147993750359,263.147254642199,2076.25299745254,3391.03068739447,157.393834231006,0.223211128236545,0.897081428966244,0.213051447533619,ok
john_wells,m,2,121.844734967584,404.067810181147,1995.92727749676,2595.2152243239,150.941424288868,0.427645810318697,0.693690459513664,0.114028666716515,ok
john_wells,m,3,129.785569921341,633.497344404071,1704.56015117716,2443.8145405983,154.151701941606,0.613796474676891,0.429867532708883,0.156455913125254,ok
john_wells,m,4,128.288101458523,996.404790822926,1448.94181211976,2373.21292306912,153.556538578239,0.812167493174587,0.162615138036686,0.214285759533119,ok
john_wells,m,5,129.736954692676,530.894723041031,940.410493474232,2639.12040548528,154.132452097018,0.537114320919319,0.24830905792491,0.448141738126025,ok
john_wells,m,6,116.7756915272,410.2643047712,800.1451167941,2527.4098426262,148.818527738311,0.440406728878038,0.290105026500789,0.499506913327302,ok
john_wells,m,7,131.3642158903,382.8309046604,586.0185793911,2405.0126873854,154.77419258998,0.393308442554843,0.184904395636761,0.613205986489792,ok
john_wells,m,8,121.9545012657,218.89003209957,652.754843172802,2112.9944938872,150.986736898064,0.161287185631933,0.474524117848411,0.510148262560885,ok
john_wells,m,9,128.452266708257,216.192310482833,1799.43188974798,2169.80057893075,153.622010751201,0.148386797655861,0.920295169902497,0.081284407907718,ok
john_wells,m,10,125.461377185207,356.133868846027,1495.3738090068,1866.91481132528,152.420320782806,0.368570406366782,0.623136492176858,0.096374731380953,ok
john_wells,m,11,115.9260499445,631.235676427646,1396.74086293689,1795.09536434741,148.456722092655,0.628591669372013,0.34492430249388,0.108971686382635,ok
john_wells,m,12,109.154283863086,653.830689176399,1278.97616130611,1733.59212777392,145.507858603371,0.652578852042647,0.291397148368759,0.132084476401221,ok
john_wells,m,13,124.864019132795,541.815626425867,811.607320315502,2571.45191789459,152.178030032054,0.551499568509691,0.175494429208595,0.500832452598949,ok
john_wells,m,14,124.484064415434,569.916614843087,1029.77826615932,2659.10006433504,152.023516589718,0.573900543833833,0.256932403452499,0.411990958885643,ok
john_wells,m,15,123.891020955816,316.592764881418,1059.51223775602,2311.68661738946,151.781718300885,0.319281520565856,0.524604991661924,0.338822981493353,ok
john_wells,m,16,134.174078847561,266.661387295016,1101.42990638558,2154.28888999145,155.869949707873,0.233197738901084,0.615996730231619,0.291347077315892,ok
john_wells,m,17,124.302744323614,304.92834044638,1730.86596649511,2237.57085698932,151.949669621453,0.302498030002668,0.754065648456777,0.11151335837065,ok
john_wells,m,18,125.332610481645,251.743046018127,1498.7675723289,1996.67868128608,152.368157636099,0.218063266434496,0.774776805300211,0.124573892928072,ok
john_wells,m,19,136.666163519221,375.426871832486,1913.17056093139,2444.47661009145,156.829053786003,0.379098832593868,0.70722833472733,0.10643219657524,ok
john_wells,m,20,125.883981308193,284.076203575948,1526.96493830542,1988.60134160038,152.591266532644,0.269905177623121,0.730394209660393,0.114718663037576,ok
john_wells,m,21,131.571315731205,384.381509964296,804.393403622101,2296.85558949724,154.855485354577,0.394835894759718,0.320706012052084,0.455665190064937,ok
john_wells,m,22,119.77886918511,356.263337229597,1269.28955730438,2377.29621947587,150.083491354603,0.375438207722379,0.551789575280818,0.272522592681581,ok
john_wells,m,23,119.461628387667,336.655949269425,1279.19237320233,1934.17880519227,149.950872795038,0.351237295644878,0.579749567820249,0.179560758567171,ok
