speaker,gender,vowel,f0,f1,f2,f3,quality
jonathan_dowse,m,19,108.429167306275,370.962078215071,2006.69521788721,2789.99526084633,ok
jonathan_dowse,m,20,105.561648606383,285.141384679742,1897.13114606607,2345.12699039963,ok
jonathan_dowse,m,21,106.156164775681,431.395935385677,932.030148099835,2487.9490644192,ok
jonathan_dowse,m,22,105.930838228821,403.511250001993,1676.0277001074,2369.52872468885,ok
jonathan_dowse,m,23,107.505959239094,432.501848988441,1045.00679054581,2469.90730459869,ok
jonathan_dowse,m,24,103.998009226666,566.217874795034,1448.73611459853,2539.57039851522,ok
jonathan_dowse,m,25,102.675187713965,700.080596614452,1491.23644689459,2809.31153046435,ok
jonathan_dowse,m,26,102.417179295021,667.718802611844,1441.40490664205,2612.65301381756,ok
jonathan_dowse,m,27,99.7690668631499,925.607108214694,1904.78218787603,2799.15461799565,ok
jonathan_dowse,m,28,103.629090679401,675.655795387531,1409.88748092308,2657.63784108077,ok
peter_ladefoged1,m,1,122.516610103112,299.101344075971,2284.15560926297,3260.39369868298,ok
peter_ladefoged1,m,2,114.21183184568,401.121478300012,2330.81563373236,2699.70565892497,ok
peter_ladefoged1,m,3,114.89600169153,517.217310914551,1848.29788186307,2508.4658067489,ok
peter_ladefoged1,m,4,121.764713605841,825.958725353502,1289.49974326607,2460.39788616217,ok
peter_ladefoged1,m,5,105.149866947125,692.52547614226,1016.17065508075,2848.83081421453,ok
peter_ladefoged1,m,6,108.9384293572,457.4434459451,810.8713624012,2804.4177512001,ok
peter_ladefoged1,m,7,103.9672249687,345.4817773489,691.5016931906,2666.8167040887,ok
peter_ladefoged1,m,8,108.2855403374,270,550,2330,ok
peter_ladefoged1,m,9,142.526879075093,315.915898174058,2238.26488676494,2675.71264614719,ok
peter_ladefoged1,m,10,118.644338231134,419.122456819284,1831.30304039263,2782.41457959378,ok
peter_ladefoged1,m,11,106.76222412241,533,1320,2170,ok
peter_ladefoged1,m,12,111.343686881101,595,1160,2000,ok
peter_ladefoged1,m,13,114.469378060601,488.566798723053,686.752860011377,2687.15348899036,ok
peter_ladefoged1,m,14,113.286362879335,533.661964931279,838.720535668337,2853.32605091967,ok
peter_ladefoged1,m,15,115.563043734538,429.514060691096,954.126260694057,2763.74598920235,ok
peter_ladefoged1,m,16,117.873296548347,374.342269693398,1139.52579440061,2889.39738266682,ok
peter_ladefoged1,m,17,127.409341999227,350.618555439399,2225.11961374806,2713.88995677994,ok
peter_ladefoged1,m,18,114.090728582079,344.086918820816,1940.97823438457,2403.03858184551,ok
peter_ladefoged1,m,19,147.294596373022,405.417921958666,2265.3000786857,2779.86114531806,ok
peter_ladefoged1,m,20,124.857710603213,372.244417485349,1855.12772234009,2412.19518615653,ok
peter_ladefoged1,m,21,161.205726871755,413.623169990999,665.648146109221,2580.11910849189,ok
peter_ladefoged1,m,22,122.708242705574,420,1400,2550,ok
peter_ladefoged1,m,23,110.642088815455,450,1250,2450,ok
peter_ladefoged1,m,24,91.287395259915,450,1100,2400,ok
peter_ladefoged1,m,25,123.464165621983,440,1360,2500,ok
peter_ladefoged1,m,26,111.891104638067,435,1300,2450,ok
peter_ladefoged1,m,27,120.289250507723,623.770301782185,1502.13574181058,2489.86946270483,ok
peter_ladefoged1,m,28,119.763800994303,545,1150,2450,ok
peter_ladefoged2,m,1,92.1595220707274,286.169244141332,2112.96159769076,3273.53615759595,ok
peter_ladefoged2,m,2,92.6963463131403,417.104814583639,1938.53453593262,2739.99434886572,ok
peter_ladefoged2,m,3,90.4283364053292,598.470535062611,1654.50353956739,2501.59918792838,ok
peter_ladefoged2,m,4,91.265357637038,747.315255788418,1215.8124880767,2528.15216765664,ok
peter_ladefoged2,m,5,91.0819428238112,588.094648947752,936.550915442175,2885.65183613207,ok
peter_ladefoged2,m,6,92.0610423079,441.346571381135,742.813849295169,2500,ok
peter_ladefoged2,m,7,91.8586899778,347.523638373873,787.816985445311,2300,ok
peter_ladefoged2,m,8,94.7317925235,300,550,2323.57138004962,ok
peter_ladefoged2,m,9,94.5136156433603,260,1740,2400,ok
peter_ladefoged2,m,10,93.0254942042658,429.512123116971,1581.04903122686,2307.11781018638,ok
peter_ladefoged2,m,11,93.2635991289243,513,1300,2250,ok
peter_ladefoged2,m,12,92.417432078466,538.090930831438,1200,2100,ok
peter_ladefoged2,m,13,90.4676760998008,538.278149883963,877.05306413446,2713.74897736941,ok
peter_ladefoged2,m,14,93.6180088456872,558.47759390629,1076.04957939063,2697.57183502784,ok
peter_ladefoged2,m,15,90.5037039411161,440,1000,2800,ok
peter_ladefoged2,m,16,103.745807163106,375,1140,2930,ok
peter_ladefoged2,m,17,112.545500862084,337.566681092858,1827.03661557935,2281.85024485091,ok
peter_ladefoged2,m,18,104.052446648676,344.086918820816,1940.97823438457,2403.03858184551,ok
peter_ladefoged2,m,19,105.073584509319,320.540876174475,1931.47612315564,2585.23986348514,ok
peter_ladefoged2,m,20,107.205309142674,371.513891202826,1855.54892447588,2411.90002898792,ok
peter_ladefoged2,m,21,100.018534940384,416.701310468198,1103.41526207767,2366.22368997172,ok
peter_ladefoged2,m,22,94.3307937344797,438.985717374513,1562.63845516736,2437.69627889383,ok
peter_ladefoged2,m,23,94.4097112332992,374.899405866451,1503.09773198671,2119.58208142683,ok
peter_ladefoged2,m,24,96.1504104184455,508.075143170778,1389.74396043256,2561.86678310665,ok
peter_ladefoged2,m,25,101.398368141305,455.777985377054,1345.42416427084,2379.00163813822,ok
peter_ladefoged2,m,26,99.2005508037009,424.903682267542,1335.56698065443,2285.51835110458,ok
peter_ladefoged2,m,27,87.8684183899397,606.842845089196,1640.18751628588,2436.21363667086,ok
peter_ladefoged2,m,28,95.0667010642609,630.27900025716,1220.31141248143,2657.86912334615,ok
bruce_hayes,m,1,148.503750671257,287.000880797121,2375.92933620133,3266.03751305778,ok
bruce_hayes,m,2,141.291743371821,439.237754745848,2180.1465543382,2788.77439480397,ok
bruce_hayes,m,3,140.487323514333,607.315332268098,1898.55238215324,2512.39823451884,ok
bruce_hayes,m,4,137.221638407992,861.359640634532,1456.43430196053,2527.37031790136,ok
bruce_hayes,m,5,132.665628281524,770.742369785334,1101.52076830227,2205.90887210776,ok
bruce_hayes,m,6,141.1626978553,581.2390563881,883.245805447,2241.2239360098,ok
bruce_hayes,m,7,145.1863001583,427.4635266891,788.918654678,2170.0459037661,ok
bruce_hayes,m,8,152.2531337772,300.6996262171,750.6964273968,2349.297033246,ok
bruce_hayes,m,9,149.985164155393,361.716858299751,2168.75767672877,2491.87954855245,ok
bruce_hayes,m,10,144.74464422519,445.254298615121,1645.32130789575,2032.18402530714,ok
bruce_hayes,m,11,142.443343167632,557.780177892095,1587.60584567064,2048.55785752143,ok
bruce_hayes,m,12,141.655619038282,577.213407408373,1491.38567173952,1931.71649812251,ok
bruce_hayes,m,13,139.194636457141,643.842864815759,865.02462870798,2007.51847577518,ok
bruce_hayes,m,14,143.067038730184,709.372532948994,1305.04491935082,2392.51703697562,ok
bruce_hayes,m,15,152.241213283825,601.59398698241,1609.92686789021,2580.92286444134,ok
bruce_hayes,m,16,167.715901073821,367.946038551093,1769.47156347117,2740.21074699274,ok
bruce_hayes,m,17,141.59038873833,372.71460850035,1901.8929112162,2468.75378946086,ok
bruce_hayes,m,18,151.009549278736,326.504695378428,1503.3104633214,2261.73234098111,ok
bruce_hayes,m,19,144.930904597506,367.675448965932,2209.41519861672,2796.53572395495,ok
bruce_hayes,m,20,147.183769400062,384.423007935115,1809.20836118134,2167.61529934042,ok
bruce_hayes,m,21,148.458655563457,346.227158483238,904.079132001425,2322.28670320596,ok
bruce_hayes,m,22,141.055291253666,417.247450184839,1961.74363014309,2376.84362361064,ok
bruce_hayes,m,23,146.558254629305,498.539611760877,1600.81710721065,2233.01408994625,ok
bruce_hayes,m,25,140.238138285794,560.39937736152,1701.05316992147,2497.37457829296,ok
bruce_hayes,m,26,141.664852879324,621.547792088409,1487.26841323458,2210.81302732085,ok
bruce_hayes,m,27,130.565126228791,727.211800549323,1756.30865887054,2550,ok
bruce_hayes,m,28,132.506999397183,696.839486194894,1461.71789026038,2351.29204211199,ok
jill_house,f,1,188.05587622807,314.975597295447,2616.76317696026,3803.26176683892,ok
jill_house,f,2,199.059077184373,401.123886829581,2601.38960623904,3038.70257081066,ok
jill_house,f,3,183.23691273456,895.037547507657,2038.47421888777,3126.47046770742,ok
jill_house,f,4,182.203177894633,1196.75256517259,1599.10557840717,2888.72211004883,ok
jill_house,f,5,180.233247610484,700.79128220737,950.963968198963,3054.17601725994,ok
jill_house,f,6,195.1153992367,599.3158584298,893.8495058104,2973.9282138036,ok
jill_house,f,7,162.3971614768,347.6741308007,843.5829661159,3043.7949798901,ok
jill_house,f,8,210.9416160228,319.0847362899,618.6094757223,2450.9716664709,ok
jill_house,f,9,205.574057440244,364.851541968146,2163.39541253751,2794.19935553989,ok
jill_house,f,10,190.974025562239,368.112249069283,1892.14375256858,2880.26411775502,ok
jill_house,f,11,183.720180514818,728.366634383144,1403.8937600984,2840.18202412374,ok
jill_house,f,12,185.299726805068,737.525113019834,1378.70097331517,2472.03544064491,ok
jill_house,f,13,188.455459951837,582.972972442399,855.913537948818,3030.99792267974,ok
jill_house,f,14,175.807946540261,851.461410932347,1258.11814564633,3014.45561141724,ok
jill_house,f,15,198.811118287325,415.000393053981,1312.88039413414,2911.41806633443,ok
jill_house,f,16,189.611999939025,371.739701357771,1469.95684147015,2932.29767230759,ok
jill_house,f,17,194.39841596733,371.933828276909,2035.80430693376,2910.23943937399,ok
jill_house,f,18,197.89460846104,378.302700548117,2137.46948069832,2832.14171924044,ok
jill_house,f,19,190.249519656511,423.271403089678,2529.77245085557,3216.20655103754,ok
jill_house,f,20,208.204773588417,407.556752511881,2054.46434671207,2755.75354824523,ok
