speaker,gender,vowel,f0,f1,f2,f3,quality
jill_house,f,21,192.517321964764,414.990389804829,769.177020975961,3005.32012713388,ok
jill_house,f,22,184.599460998942,380.060299138381,1714.30644932506,2940.52942197566,ok
jill_house,f,23,173.293246388527,373.271136806194,1740.06093610047,2999.59284678653,ok
jill_house,f,24,190.157205756897,636.93899093334,1492.39571946533,2983.36763187807,ok
jill_house,f,25,158.782631711606,783.35740056687,1304.20213538711,3341.32804913658,ok
jill_house,f,26,173.119175454688,701.252780314878,1308.22531824247,2984.90979513288,ok
jill_house,f,27,178.783907296884,1136.20475858117,1679.97515219432,3085.49452316387,ok
jill_house,f,28,184.530544101474,758.343472091081,1278.44248274313,3093.5062961752,ok
jurgen_handke,m,1,186.325167063357,303.518652541734,2771.19250834182,3283.02733716046,ok
jurgen_handke,m,2,179.455482334246,363.013076238039,2708.7094237053,3113.09009296899,ok
jurgen_handke,m,3,173.343492705834,595.836721694457,2241.51180032532,3013.06522029114,ok
jurgen_handke,m,4,168.927575180014,750,1780,2900,ok
jurgen_handke,m,5,167.250105367376,575.154412659384,915.792184471639,3204.2095480208,ok
jurgen_handke,m,6,165.5650034841,481.0562622196,673.0548250383,3082.3257389758,ok
jurgen_handke,m,7,170.3559964051,338.896155051,599.7378279295,2885.2435700832,ok
jurgen_handke,m,8,174.5285519641,220,550,2200,ok
jurgen_handke,m,9,193.131858009754,347.032395210876,1690.05586392033,2231.4250072709,ok
jurgen_handke,m,10,144.1748008249,351.854139145643,1600.9729533551,2569.20312011889,ok
jurgen_handke,m,11,148.769968815804,614.32370921278,1354.64083218652,2361.1472677252,ok
jurgen_handke,m,12,122.59753359705,711.674242063431,1494.05639823303,2517.08651729712,ok
jurgen_handke,m,13,131.407736202262,572.092866474494,815.394120033624,2974.29314962216,ok
jurgen_handke,m,14,169.795113557467,538.761470684136,1006.91932075268,3000,ok
jurgen_handke,m,15,181.783278873087,395.696864576929,927.246038639953,2835.1458613274,ok
jurgen_handke,m,16,169.114909304375,356.126252235355,1345.12729038482,2410.09581499411,ok
jurgen_handke,m,17,224.884283519023,430,1600,2300,ok
jurgen_handke,m,24,198.200051435231,638.087326913637,1313.53369100491,2530.7079833043,ok
jurgen_handke,m,25,220.351878180985,676.155563014511,1386.04189461421,2570.04117969855,ok
jurgen_handke,m,28,154.289528815601,784.960107178866,1127.40358982917,2681.39544808447,ok
alvin_leong,m,1,133.064199484673,269.775202235634,2556.43048382875,3136.52770206942,ok
alvin_leong,m,2,133.854604665998,391.80498712286,2120.10331914008,2596.54283480864,ok
alvin_leong,m,3,129.083537190149,618.616867931349,1800.64673906282,2336.83241961208,ok
alvin_leong,m,4,128.200669884843,914.084799034353,1564.92677981399,2700,ok
alvin_leong,m,5,125.598899537272,668.542422479743,898.223036644759,2976.35951942538,ok
alvin_leong,m,6,127.60034177484,512.985002316938,743.926469896989,2868.4500380306,ok
alvin_leong,m,7,126.588176942593,379.506877944892,758.474497657361,2484.73426658852,ok
alvin_leong,m,9,132.376747607044,263.144916250863,1911.81909589612,2151.3871482516,ok
alvin_leong,m,10,131.006338222974,370.304234193238,1841.15792643354,2435.86459522667,ok
alvin_leong,m,11,131.97112307858,524.684515067448,1691.14360547306,2223.39215660248,ok
alvin_leong,m,12,128.18041784636,902.653736922363,1434.44409786963,2604.49989545383,ok
alvin_leong,m,13,104.329732889808,650,850,2820.84463842281,ok
alvin_leong,m,14,105.015675130825,623.26702714959,889.451503806647,2652.93029842335,ok
alvin_leong,m,15,122.759143189855,385.861501994696,947.268340830771,2642.08267803989,ok
alvin_leong,m,16,128.568410589076,320,992.566041456622,2678.33326727269,ok
australianlinguistics,m,1,170.754253468526,320,2172.12814369631,3113.32724187887,ok
australianlinguistics,m,2,163.000930118608,447.24235290254,2056.37871972938,2733.46946262713,ok
australianlinguistics,m,3,101.266738714847,493.325225088995,1798.19603629234,2483.40413509231,ok
australianlinguistics,m,4,142.193839558709,720.282115637648,1647.75231922673,2580,ok
australianlinguistics,m,5,132.215694427252,545.404092030869,827.378281272681,2888.3647815782,ok
australianlinguistics,m,6,118.180380692751,407.577142961611,698.537458227362,2827.22873123098,ok
australianlinguistics,m,7,152.608456192993,391.100824692338,625.063913830145,2800,ok
australianlinguistics,m,8,175.059786099281,330,620,2556.7051738327,ok
australianlinguistics,m,9,163.123067565033,307.627006984351,1650,2462.80189924323,ok
australianlinguistics,m,11,118.860906893423,400.949570420057,1686.60423908218,2453.07257644213,ok
australianlinguistics,m,16,143.018527027061,298.3100792955,979.489096073577,2676.57795201842,ok
lukasz_stolarski,m,1,182.368840297264,313.867518240641,2205.51802388424,3185.38456833385,ok
lukasz_stolarski,m,2,152.763849491126,452.753416611921,2157.7630515455,2953.49771321876,ok
lukasz_stolarski,m,3,153.550832067727,594.672650735094,1585.67001905644,2855.12847956563,ok
lukasz_stolarski,m,4,141.588009514661,700.300833651046,1451.65926720118,2877.30727854843,ok
lukasz_stolarski,m,5,128.708454869441,693.04146041742,1044.6599786052,3022.44029732155,ok
lukasz_stolarski,m,6,138.331964119365,557.423377943053,936.806696424432,2811.74455644291,ok
lukasz_stolarski,m,7,140.633757789861,420,780,2778.20756061952,ok
lukasz_stolarski,m,8,178.052649870696,350,640,2350,ok
lukasz_stolarski,m,9,187.055544743846,294.953741450417,1661.56131490745,2105.2505499824,ok
lukasz_stolarski,m,10,181.871777693747,347.10551747582,1779.52851376643,2109.22496335165,ok
lukasz_stolarski,m,11,172.410316045684,513.444683629439,1502.73087170579,2269.86971981624,ok
lukasz_stolarski,m,12,182.516996652471,513.473214715142,1258.3231293701,2550,ok
lukasz_stolarski,m,13,155.37776057435,507.472019125925,864.393372163447,2950,ok
lukasz_stolarski,m,14,168.588082938062,624.626108511699,1389.28926527462,2989.229716083,ok
lukasz_stolarski,m,15,162.986866840784,494.557940150267,1363.13389134382,2784.0588838212,ok
lukasz_stolarski,m,16,196.647616697667,379.644281312031,1373.1716788148,2487.47398428617,ok
lukasz_stolarski,m,17,183.503799680075,357.727522940435,1465.79567990922,2501.34290857221,ok
lukasz_stolarski,m,18,182.191992560258,341.707361273936,1615.82305853727,2178.50675374476,ok
lukasz_stolarski,m,19,160.567729199213,377.891857839375,2050.47005047132,2597.15749498873,ok
lukasz_stolarski,m,20,159.904831514628,378.714841418393,1737.48893875442,2322.12535527827,ok
lukasz_stolarski,m,21,159.517724183619,410.824656540918,1035.23306421624,2458.93660554179,ok
lukasz_stolarski,m,22,159.489885509737,440,1294.88555424434,2411.47977254576,ok
lukasz_stolarski,m,23,159.883326451752,414.117560718014,1132.55564020858,2363.44505721912,ok
lukasz_stolarski,m,24,152.330193541131,565.997692715942,1290.02116263462,2470,ok
lukasz_stolarski,m,25,147.544641183822,639.510610804522,1334.17204429803,2742.46723026862,ok
lukasz_stolarski,m,26,148.687746408951,572.56622389888,1272.50000769235,2450,ok
lukasz_stolarski,m,27,150.064977118117,604.359458178143,1458.89639199247,2673.89842747486,ok
lukasz_stolarski,m,28,149.690594431529,587.539405660601,1254.31519834456,2800,ok
magda,f,1,237.552057471808,269.619989229558,2782.8454267284,3831.42939346094,ok
magda,f,2,224.999578569228,627.85857413315,2255.96488887294,2950.57249490326,ok
magda,f,3,202.354178519914,696.558168495113,1897.17762755352,2800,ok
magda,f,4,209.646033982288,829.213583171388,1491.58642709104,2702.98164050811,ok
magda,f,5,211.76355369809,789.745646133846,1217.3964222818,2952.20703968171,ok
magda,f,6,219.987057327503,536.813222450922,964.511194684819,2728.21234309038,ok
magda,f,7,220.807108550381,465,842.538019178691,2589.96890688483,ok
magda,f,8,234.544466550617,342.611620952408,664.718284848571,2412.48480069215,ok
magda,f,9,228.23081352567,446.032305151084,2546.44975203697,3000,suspected
magda,f,10,224.547750812799,524.325884263905,1535.27393187927,2641.05522979451,suspected
magda,f,11,222.535048346115,507.521056162041,2153.34460138883,2752.30826215397,suspected
magda,f,13,219.871903616206,573.113431243337,829.031636761776,2881.02305687614,ok
magda,f,15,223.550461572902,669.012999824858,1304.35524661435,2662.84797836191,ok
magda,f,16,255.243610361722,450.830152609948,1787.44968289217,2289.21339533822,ok
magda,f,17,258.682967577069,390,2171.02701286141,2635.2697795679,ok
magda,f,18,256.698597902489,344.965552217298,1707.45657817546,2367.53063797353,ok
magda,f,19,248.340890185543,472.45639522995,2500.37060904123,2926.88524833043,ok
magda,f,20,250.106233848735,514.136676891819,1700,2944.51268220695,ok
magda,f,21,250.125804918596,501.174792772109,920,2500,ok
magda,f,22,234.628315733573,519.01225917638,1414.32275406855,2400,ok
magda,f,23,232.626247775276,483.149999679586,1357.05963877318,2049.84837436404,ok
magda,f,24,214.553744642078,602.641545149153,1502.32434077346,2190,ok
magda,f,25,209.235676754824,626.710134453351,1422.95422416057,2055.0308448121,ok
magda,f,26,210.217934889256,516.896687327357,972.896193929401,2486.03642583688,ok
magda,f,27,210.914816692972,918.140651738938,1786.52217179985,2466.43029377735,ok
magda,f,28,213.275462297707,811.391398959299,1407.35724832181,2294.53861454923,ok
iza,f,1,174.061698117086,325.233770021608,2759.37077257845,3235.68782014442,ok
iza,f,2,185.56753414096,367.747517828516,2555.78662372733,2928.24967328721,ok
iza,f,3,178.709071209728,628.992161571985,2158.848343862,2853.09111186164,ok
iza,f,4,169.934554164542,956.353526775877,1423.02425067456,2769.00018860206,ok
iza,f,5,180.533796498451,860.737783043034,1140.98908432796,2968.81788417591,ok
iza,f,6,173.634352072122,578.90258710778,927.575559971138,2775.59683656433,ok
iza,f,7,175.687244174205,403.291841780256,883.208709422832,2924.00993946664,ok
iza,f,8,184.491390113751,346.428268054978,838.326629458923,2652.23239678487,ok
iza,f,9,172.86967993405,367.789709339793,2506.54440083985,2717.06199402986,ok
iza,f,10,183.921815100191,351.148570290411,2252.6186113456,2559.09223450295,ok
iza,f,11,188.43526784853,559.063953641704,1857.4044640018,2601.63211432439,ok
iza,f,13,176.889292676557,532.815088121092,919.036344429883,2677.92376400216,ok
iza,f,14,184.643964108221,729.331172702252,1245.58529616879,3125.74792046688,ok
iza,f,15,178.10482596082,643.123999228843,1249.48569553853,2922.0688000742,ok
iza,f,16,176.885786727128,357.43145505071,1596.53131156833,2607.72750411765,ok
iza,f,17,174.56190441935,378.251519496459,2258.49993401428,2659.56736238334,ok
iza,f,18,192.138485842835,327.203594062214,1857.58231055354,2610.18924772838,ok
iza,f,19,175.999865908667,447.341573391827,2403.81052329968,2803.26946553851,ok
iza,f,20,170.936269646777,475.050320790346,1941.77408232176,2619.61250881889,ok
iza,f,21,176.141059026779,477.482519820411,1017.64126778521,2815.05952744445,ok
iza,f,23,171.713211402835,518.787902185433,1525.57385405624,2588.73869838613,ok
iza,f,24,177.732415683535,570,1520,2782.73158108688,ok
iza,f,25,171.250254175978,537.92371921761,1649.58761886026,2556.68526714577,ok
iza,f,26,184.139326543241,623.993038824256,1634.60059081631,2892.51109769611,ok
iza,f,27,171.675584883079,821.084390973672,1726.31940364788,2735.25772326794,ok
iza,f,28,166.671904426363,718.403434261613,1416.52245511189,2700.75137446755,ok
ola,f,1,211.978517249404,344.913610401368,2810.66248054326,3639.6040585554,ok
ola,f,2,202.632309368631,477,2400,3000,ok
ola,f,3,205.926179365648,582.113894898966,1619.87255821069,2754.650278974,ok
ola,f,4,214.050311119664,959.623925032029,1396.97382383667,2446.1167791018,ok
ola,f,5,214.011154358351,686.94495690353,1085,2756.15261634989,ok
ola,f,6,215.685967335118,641.660742429617,1140.97059305607,2816.91745484646,ok
ola,f,7,211.573281400459,419.378409182873,822.403892509223,2685.56729203433,ok
ola,f,9,223.490320065658,367.577583915024,1850,2750,ok
ola,f,10,204.206357951949,427.581787424371,2224.10389440897,2808.27335922296,ok
ola,f,11,206.296680047671,415.502383879645,1645.75488831723,2877.82178898974,ok
ola,f,12,202.481215872314,565.905569923964,1420.22955946434,2758.52669092512,ok
ola,f,13,201.474813950766,514.891058880661,875.45809256652,2557.83535491401,ok
ola,f,14,204.987544382723,979.838811785044,1493.64475548845,2873.81127340363,suspected
ola,f,15,202.348443673964,562.854659496013,1393.17021198592,2715.60988874841,ok
ola,f,16,209.040606061815,396.828181767774,1407.25305307839,2708.53231118436,ok
ola,f,17,197.480987422168,375.616229860186,1395.51249261292,2510.85821534483,ok
ola,f,18,215.759721304074,409.543625505006,1469.38807391112,2207.05588705515,ok
ola,f,19,195.105121363641,520,2440.11985412249,2968.50966054421,ok
ola,f,20,205.576839240261,454.869245144932,2163.42683582126,2875.39841448854,ok
ola,f,21,201.361820765268,394.87804468605,957.400552254524,2199.62532867337,ok
ola,f,22,193.846750397206,573.587363320881,1370.05660894118,2572.71533408003,ok
ola,f,23,191.46947490019,520.066414310756,1299.88698130954,2595.53124788701,ok
ola,f,24,199.318968617602,726.052748229865,1404.71207190753,2753.02912859435,ok
ola,f,25,199.831013895256,735.346186001004,1421.8414785009,2697.54398544648,ok
ola,f,26,192.915952792355,776.452740395213,1370.90098401127,2655.33596690781,ok
ola,f,27,198.767746010637,1018.66202348528,1677.52647806176,2782.68534278777,ok
ola,f,28,203.341816551948,980,1423.95453100372,2992.58316437717,ok
