phonetician,gender,vowel,f0,f1,f2,f3
Magda Zajac,f,2,224.999578569228,627.85857413315,2255.96488887294,2950.57249490326
Magda Zajac,f,3,202.354178519914,696.558168495113,1950,2680
Magda Zajac,f,4,209.646033982288,829.213583171388,1450,2702.98164050811
Magda Zajac,f,5,211.76355369809,820,1217.3964222818,2952.20703968171
Magda Zajac,f,6,219.987057327503,536.813222450922,964.511194684819,2820
Magda Zajac,f,7,220.807108550381,465,842.538019178691,2589.96890688483
Magda Zajac,f,8,234.544466550617,320,664.718284848571,2412.48480069215
Magda Zajac,f,9,228.23081352567,446.032305151084,2500,2900
Magda Zajac,f,10,224.547750812799,524.325884263905,1535.27393187927,2670
Magda Zajac,f,11,222.535048346115,507.521056162041,2170,2810
Magda Zajac,f,13,219.871903616206,610,835,2820
Magda Zajac,f,15,223.550461572902,669.012999824858,1320,2680
Magda Zajac,f,16,255.243610361722,450.830152609948,1787.44968289217,2450
Magda Zajac,f,17,258.682967577069,390,2200,2800
Magda Zajac,f,18,256.698597902489,344.965552217298,1790,2500
Magda Zajac,f,19,248.340890185543,472.45639522995,2220,2926.88524833043
Magda Zajac,f,20,250.106233848735,514.136676891819,1600,2500
Magda Zajac,f,21,250.125804918596,501.174792772109,920,2500
Magda Zajac,f,22,234.628315733573,519.01225917638,1414.32275406855,2400
Magda Zajac,f,23,232.626247775276,483.149999679586,1380,2300
Magda Zajac,f,24,214.553744642078,630,1502.32434077346,2400
Magda Zajac,f,25,209.235676754824,626.710134453351,1440,2400
Magda Zajac,f,26,210.217934889256,516.896687327357,1100,2486.03642583688
Magda Zajac,f,27,210.914816692972,918.140651738938,1786.52217179985,2466.43029377735
Magda Zajac,f,28,213.275462297707,830,1480,2294.53861454923
Iza Grabarczyk,f,1,174.061698117086,325.233770021608,2700,3130
Iza Grabarczyk,f,2,185.56753414096,367.747517828516,2555.78662372733,2800
Iza Grabarczyk,f,3,178.709071209728,628.992161571985,2270,2865
Iza Grabarczyk,f,4,169.934554164542,956.353526775877,1423.02425067456,2680
Iza Grabarczyk,f,5,180.533796498451,780,1120,2968.81788417591
Iza Grabarczyk,f,6,173.634352072122,578.90258710778,927.575559971138,2820
Iza Grabarczyk,f,7,175.687244174205,403.291841780256,800,2800
Iza Grabarczyk,f,8,184.491390113751,260,750,2500
Iza Grabarczyk,f,9,172.86967993405,367.789709339793,2320,2600
Iza Grabarczyk,f,10,183.921815100191,351.148570290411,2252.6186113456,2559.09223450295
Iza Grabarczyk,f,11,188.43526784853,559.063953641704,1857.4044640018,2601.63211432439
Iza Grabarczyk,f,13,176.889292676557,532.815088121092,950,2677.92376400216
Iza Grabarczyk,f,14,184.643964108221,729.331172702252,1245.58529616879,3125.74792046688
Iza Grabarczyk,f,15,178.10482596082,643.123999228843,1249.48569553853,2700
Iza Grabarczyk,f,16,176.885786727128,357.43145505071,1720,2607.72750411765
Iza Grabarczyk,f,17,174.56190441935,378.251519496459,2280,2659.56736238334
Iza Grabarczyk,f,18,192.138485842835,327.203594062214,1900,2620
Iza Grabarczyk,f,19,175.999865908667,447.341573391827,2403.81052329968,2803.26946553851
Iza Grabarczyk,f,20,170.936269646777,475.050320790346,2030,2640
Iza Grabarczyk,f,21,176.141059026779,500,1017.64126778521,2580
Iza Grabarczyk,f,23,171.713211402835,518.787902185433,1525.57385405624,2600
Iza Grabarczyk,f,24,177.732415683535,570,1480,2782.73158108688
Iza Grabarczyk,f,25,171.250254175978,537.92371921761,1750,2556.68526714577
Iza Grabarczyk,f,26,184.139326543241,530,1720,2720
Iza Grabarczyk,f,27,171.675584883079,880,1770,2600
Iza Grabarczyk,f,28,166.671904426363,718.403434261613,1416.52245511189,2700.75137446755
Ola Matysiak,f,1,211.978517249404,344.913610401368,2750,3550
Ola Matysiak,f,2,202.632309368631,477,2500,3100
Ola Matysiak,f,3,205.926179365648,582.113894898966,1619.87255821069,2800
Ola Matysiak,f,4,214.050311119664,1050,1580,2290
Ola Matysiak,f,5,214.011154358351,900,1200,3200
Ola Matysiak,f,6,215.685967335118,641.660742429617,1100,2790
Ola Matysiak,f,7,211.573281400459,419.378409182873,822.403892509223,2720
Ola Matysiak,f,9,223.490320065658,367.577583915024,2200,2690
Ola Matysiak,f,10,204.206357951949,400,2224.10389440897,2808.27335922296
Ola Matysiak,f,11,206.296680047671,415.502383879645,1645.75488831723,2877.82178898974
Ola Matysiak,f,12,202.481215872314,565.905569923964,1420.22955946434,2758.52669092512
Ola Matysiak,f,13,201.474813950766,700,920,2720
Ola Matysiak,f,14,204.987544382723,979.838811785044,1450,2873.81127340363
Ola Matysiak,f,15,202.348443673964,562.854659496013,1393.17021198592,2715.60988874841
Ola Matysiak,f,16,209.040606061815,396.828181767774,1430,2708.53231118436
Ola Matysiak,f,17,197.480987422168,375.616229860186,1490,2510.85821534483
Ola Matysiak,f,18,215.759721304074,409.543625505006,1700,2500
Ola Matysiak,f,19,195.105121363641,450,2440.11985412249,2968.50966054421
Ola Matysiak,f,20,205.576839240261,400,2230,2875.39841448854
Ola Matysiak,f,21,201.361820765268,394.87804468605,850,2600
Ola Matysiak,f,23,191.46947490019,520.066414310756,1320,2595.53124788701
Ola Matysiak,f,24,199.318968617602,780,1370,2753.02912859435
Ola Matysiak,f,25,199.831013895256,765,1380,2697.54398544648
Ola Matysiak,f,26,192.915952792355,776.452740395213,1370.90098401127,2655.33596690781
Ola Matysiak,f,27,198.767746010637,970,1677.52647806176,2400
Ola Matysiak,f,28,203.341816551948,980,1423.95453100372,2800
Jane Setter,f,1,203.662886995023,310,2870,3540
Jane Setter,f,2,204.494348896376,450,2600,2900
Jane Setter,f,3,196.369037700016,770,2150,2910
Jane Setter,f,4,197.178034288206,880,1900,2870
Jane Setter,f,5,194.59101188499,766.165763945212,990.291686319974,2941.00013499667
Jane Setter,f,6,193.922223870403,600,850,2910
Jane Setter,f,7,200.307116166523,403.492930550287,802.504371629947,2820
Jane Setter,f,8,199.576448208898,350,700,2400
Jane Setter,f,9,202.311664583192,328.125838582539,2483.3557420519,2821.5794349656
Jane Setter,f,10,202.254529135903,401.355439207512,2210,2800
Jane Setter,f,11,196.824903663575,580,1964.24449000751,2912.69105883748
Jane Setter,f,12,195.667678431867,773.050472674802,1900,2850
Jane Setter,f,13,191.061557883644,638.283265163315,860,3069.41289115242
Jane Setter,f,15,199.581922650143,423.38870295674,1100,3195.46828162636
Jane Setter,f,16,198.428294956112,395,1320,3180
Jane Setter,f,17,198.25905819025,380,2200,2800
Jane Setter,f,18,198.19619099682,394.621595528384,2111.19389584241,2750
Janet Beck,f,1,210.093180423228,300,2550,3700
Janet Beck,f,2,210.818461146214,450,2500,3000
Janet Beck,f,3,212.3294020015,671.783080944338,2050,2860
Janet Beck,f,4,211.100473064958,820,1580,2770
Janet Beck,f,5,211.356859038589,679.958283284925,1050,2950
Janet Beck,f,6,210.995026479526,499.53487618672,937.319452456603,2940
Janet Beck,f,7,212.214243039634,400,820,2500
Janet Beck,f,8,212.56730555404,320,800,2380
Janet Beck,f,9,209.131580374339,300,2290,2571.67778450418
Janet Beck,f,10,210.177813610808,440.952725452849,2264.27442381372,2730
Janet Beck,f,11,212.458826713146,522.782182864633,1815.08325764591,2800
Janet Beck,f,12,211.770291500911,628.556276023211,1600,2741.50087033068
Janet Beck,f,13,211.634750682988,593.62502668498,870,2900
Janet Beck,f,14,210.194508472817,579.536379948991,1080,2700
Janet Beck,f,15,209.901823418005,482.551872238399,1070,2520
Janet Beck,f,16,214.329408668744,407.905101115634,1470,2430
Janet Beck,f,17,213.096487206621,343.784549731136,2130.76133286235,2450
Janet Beck,f,18,214.624706666859,402.170713695954,1700,2141.32496954556
Janet Beck,f,19,217.944156960153,440.91121126657,2580,3200
Janet Beck,f,21,189.941382359647,426.371690290768,1100,2520
Janet Beck,f,24,212.208198311888,599.026542800558,1584.26304087554,2658.76530178389
Janet Beck,f,27,215.64685760644,700,2220,3300
